date,blood_group,donation_supply,day_of_week,month,time_idx,estimated_demand
2022-01-18,A+,0,1,1,436,0.34
2022-01-18,A-,0,1,1,436,0.1
2022-01-18,AB+,0,1,1,436,0.02
2022-01-18,AB-,0,1,1,436,0.01
2022-01-18,B+,1,1,1,436,0.26
2022-01-18,B-,0,1,1,436,0.09
2022-01-18,O+,0,1,1,436,0.56
2022-01-18,O-,0,1,1,436,0.09
2022-01-19,A+,0,2,1,437,0.24
2022-01-19,A-,0,2,1,437,0.09
2022-01-19,AB+,0,2,1,437,0.01
2022-01-19,AB-,0,2,1,437,0.0
2022-01-19,B+,0,2,1,437,0.16
2022-01-19,B-,0,2,1,437,0.08
2022-01-19,O+,0,2,1,437,0.55
2022-01-19,O-,0,2,1,437,0.08
2022-01-20,A+,0,3,1,438,0.24
2022-01-20,A-,0,3,1,438,0.08
2022-01-20,AB+,0,3,1,438,0.0
2022-01-20,AB-,0,3,1,438,0.0
2022-01-20,B+,0,3,1,438,0.16
2022-01-20,B-,0,3,1,438,0.08
2022-01-20,O+,0,3,1,438,0.47
2022-01-20,O-,0,3,1,438,0.08
2022-01-21,A+,0,4,1,439,0.16
2022-01-21,A-,0,4,1,439,0.0
2022-01-21,AB+,0,4,1,439,0.0
2022-01-21,AB-,0,4,1,439,0.0
2022-01-21,B+,0,4,1,439,0.16
2022-01-21,B-,0,4,1,439,0.08
2022-01-21,O+,0,4,1,439,0.39
2022-01-21,O-,0,4,1,439,0.08
2022-01-22,A+,0,5,1,440,0.16
2022-01-22,A-,0,5,1,440,0.0
2022-01-22,AB+,0,5,1,440,0.0
2022-01-22,AB-,0,5,1,440,0.0
2022-01-22,B+,0,5,1,440,0.16
2022-01-22,B-,0,5,1,440,0.08
2022-01-22,O+,0,5,1,440,0.24
2022-01-22,O-,0,5,1,440,0.08
2022-01-23,A+,0,6,1,441,0.16
2022-01-23,A-,0,6,1,441,0.0
2022-01-23,AB+,0,6,1,441,0.0
2022-01-23,AB-,0,6,1,441,0.0
2022-01-23,B+,1,6,1,441,0.24
2022-01-23,B-,0,6,1,441,0.09
2022-01-23,O+,0,6,1,441,0.24
2022-01-23,O-,0,6,1,441,0.09
2022-01-24,A+,0,0,1,442,0.16
2022-01-24,A-,0,0,1,442,0.01
2022-01-24,AB+,0,0,1,442,0.01
2022-01-24,AB-,0,0,1,442,0.0
2022-01-24,B+,0,0,1,442,0.24
2022-01-24,B-,0,0,1,442,0.08
2022-01-24,O+,1,0,1,442,0.32
2022-01-24,O-,0,0,1,442,0.09
2022-01-25,A+,1,1,1,443,0.25
2022-01-25,A-,0,1,1,443,0.01
2022-01-25,AB+,0,1,1,443,0.01
2022-01-25,AB-,0,1,1,443,0.01
2022-01-25,B+,0,1,1,443,0.25
2022-01-25,B-,0,1,1,443,0.09
2022-01-25,O+,0,1,1,443,0.32
2022-01-25,O-,0,1,1,443,0.08
2022-01-26,A+,0,2,1,444,0.16
2022-01-26,A-,0,2,1,444,0.0
2022-01-26,AB+,0,2,1,444,0.0
2022-01-26,AB-,0,2,1,444,0.0
2022-01-26,B+,1,2,1,444,0.32
2022-01-26,B-,0,2,1,444,0.09
2022-01-26,O+,0,2,1,444,0.32
2022-01-26,O-,0,2,1,444,0.01
2022-01-27,A+,0,3,1,445,0.16
2022-01-27,A-,0,3,1,445,0.01
2022-01-27,AB+,0,3,1,445,0.01
2022-01-27,AB-,0,3,1,445,0.0
2022-01-27,B+,0,3,1,445,0.31
2022-01-27,B-,0,3,1,445,0.08
2022-01-27,O+,0,3,1,445,0.31
2022-01-27,O-,0,3,1,445,0.0
2022-01-28,A+,0,4,1,446,0.16
2022-01-28,A-,0,4,1,446,0.0
2022-01-28,AB+,0,4,1,446,0.0
2022-01-28,AB-,0,4,1,446,0.0
2022-01-28,B+,0,4,1,446,0.31
2022-01-28,B-,0,4,1,446,0.08
2022-01-28,O+,0,4,1,446,0.31
2022-01-28,O-,0,4,1,446,0.0
2022-01-29,A+,0,5,1,447,0.16
2022-01-29,A-,0,5,1,447,0.0
2022-01-29,AB+,0,5,1,447,0.0
2022-01-29,AB-,0,5,1,447,0.0
2022-01-29,B+,0,5,1,447,0.31
2022-01-29,B-,0,5,1,447,0.08
2022-01-29,O+,0,5,1,447,0.24
2022-01-29,O-,0,5,1,447,0.0
2022-01-30,A+,0,6,1,448,0.16
2022-01-30,A-,0,6,1,448,0.0
2022-01-30,AB+,0,6,1,448,0.0
2022-01-30,AB-,0,6,1,448,0.0
2022-01-30,B+,0,6,1,448,0.31
2022-01-30,B-,0,6,1,448,0.0
2022-01-30,O+,0,6,1,448,0.24
2022-01-30,O-,0,6,1,448,0.0
2022-01-31,A+,0,0,1,449,0.08
2022-01-31,A-,0,0,1,449,0.0
2022-01-31,AB+,0,0,1,449,0.0
2022-01-31,AB-,0,0,1,449,0.0
2022-01-31,B+,0,0,1,449,0.24
2022-01-31,B-,0,0,1,449,0.0
2022-01-31,O+,0,0,1,449,0.08
2022-01-31,O-,0,0,1,449,0.0
2022-02-01,A+,0,1,2,450,0.08
2022-02-01,A-,0,1,2,450,0.0
2022-02-01,AB+,0,1,2,450,0.0
2022-02-01,AB-,0,1,2,450,0.0
2022-02-01,B+,1,1,2,450,0.24
2022-02-01,B-,0,1,2,450,0.01
2022-02-01,O+,0,1,2,450,0.09
2022-02-01,O-,0,1,2,450,0.01
2022-02-02,A+,0,2,2,451,0.09
2022-02-02,A-,0,2,2,451,0.01
2022-02-02,AB+,1,2,2,451,0.09
2022-02-02,AB-,0,2,2,451,0.01
2022-02-02,B+,1,2,2,451,0.33
2022-02-02,B-,0,2,2,451,0.01
2022-02-02,O+,2,2,2,451,0.26
2022-02-02,O-,1,2,2,451,0.11
2022-02-03,A+,0,3,2,452,0.11
2022-02-03,A-,0,3,2,452,0.03
2022-02-03,AB+,0,3,2,452,0.11
2022-02-03,AB-,0,3,2,452,0.02
2022-02-03,B+,0,3,2,452,0.34
2022-02-03,B-,0,3,2,452,0.01
2022-02-03,O+,2,3,2,452,0.41
2022-02-03,O-,0,3,2,452,0.09
2022-02-04,A+,0,4,2,453,0.09
2022-02-04,A-,0,4,2,453,0.01
2022-02-04,AB+,0,4,2,453,0.09
2022-02-04,AB-,0,4,2,453,0.01
2022-02-04,B+,0,4,2,453,0.33
2022-02-04,B-,0,4,2,453,0.0
2022-02-04,O+,1,4,2,453,0.48
2022-02-04,O-,0,4,2,453,0.09
2022-02-05,A+,0,5,2,454,0.09
2022-02-05,A-,0,5,2,454,0.01
2022-02-05,AB+,0,5,2,454,0.09
2022-02-05,AB-,0,5,2,454,0.01
2022-02-05,B+,0,5,2,454,0.32
2022-02-05,B-,0,5,2,454,0.0
2022-02-05,O+,0,5,2,454,0.47
2022-02-05,O-,0,5,2,454,0.08
2022-02-06,A+,0,6,2,455,0.08
2022-02-06,A-,0,6,2,455,0.0
2022-02-06,AB+,0,6,2,455,0.08
2022-02-06,AB-,0,6,2,455,0.0
2022-02-06,B+,1,6,2,455,0.32
2022-02-06,B-,0,6,2,455,0.01
2022-02-06,O+,0,6,2,455,0.48
2022-02-06,O-,0,6,2,455,0.09
2022-02-07,A+,0,0,2,456,0.09
2022-02-07,A-,0,0,2,456,0.01
2022-02-07,AB+,0,0,2,456,0.09
2022-02-07,AB-,0,0,2,456,0.0
2022-02-07,B+,0,0,2,456,0.31
2022-02-07,B-,0,0,2,456,0.0
2022-02-07,O+,3,0,2,456,0.65
2022-02-07,O-,0,0,2,456,0.1
2022-02-08,A+,0,1,2,457,0.02
2022-02-08,A-,0,1,2,457,0.02
2022-02-08,AB+,1,1,2,457,0.19
2022-02-08,AB-,0,1,2,457,0.03
2022-02-08,B+,0,1,2,457,0.34
2022-02-08,B-,0,1,2,457,0.01
2022-02-08,O+,1,1,2,457,0.72
2022-02-08,O-,0,1,2,457,0.09
2022-02-09,A+,0,2,2,458,0.01
2022-02-09,A-,0,2,2,458,0.01
2022-02-09,AB+,0,2,2,458,0.16
2022-02-09,AB-,0,2,2,458,0.01
2022-02-09,B+,0,2,2,458,0.24
2022-02-09,B-,0,2,2,458,0.0
2022-02-09,O+,0,2,2,458,0.71
2022-02-09,O-,0,2,2,458,0.08
2022-02-10,A+,0,3,2,459,0.0
2022-02-10,A-,0,3,2,459,0.0
2022-02-10,AB+,0,3,2,459,0.16
2022-02-10,AB-,0,3,2,459,0.0
2022-02-10,B+,0,3,2,459,0.24
2022-02-10,B-,0,3,2,459,0.0
2022-02-10,O+,1,3,2,459,0.79
2022-02-10,O-,0,3,2,459,0.09
2022-02-11,A+,0,4,2,460,0.01
2022-02-11,A-,0,4,2,460,0.01
2022-02-11,AB+,0,4,2,460,0.16
2022-02-11,AB-,0,4,2,460,0.01
2022-02-11,B+,0,4,2,460,0.24
2022-02-11,B-,0,4,2,460,0.0
2022-02-11,O+,0,4,2,460,0.79
2022-02-11,O-,0,4,2,460,0.08
2022-02-12,A+,0,5,2,461,0.0
2022-02-12,A-,0,5,2,461,0.0
2022-02-12,AB+,0,5,2,461,0.16
2022-02-12,AB-,0,5,2,461,0.0
2022-02-12,B+,0,5,2,461,0.24
2022-02-12,B-,0,5,2,461,0.0
2022-02-12,O+,0,5,2,461,0.79
2022-02-12,O-,0,5,2,461,0.08
2022-02-13,A+,0,6,2,462,0.0
2022-02-13,A-,0,6,2,462,0.0
2022-02-13,AB+,0,6,2,462,0.16
2022-02-13,AB-,0,6,2,462,0.0
2022-02-13,B+,0,6,2,462,0.24
2022-02-13,B-,0,6,2,462,0.0
2022-02-13,O+,1,6,2,462,0.87
2022-02-13,O-,0,6,2,462,0.09
2022-02-14,A+,0,0,2,463,0.01
2022-02-14,A-,0,0,2,463,0.01
2022-02-14,AB+,0,0,2,463,0.16
2022-02-14,AB-,0,0,2,463,0.01
2022-02-14,B+,0,0,2,463,0.24
2022-02-14,B-,0,0,2,463,0.0
2022-02-14,O+,0,0,2,463,0.86
2022-02-14,O-,1,0,2,463,0.16
2022-02-15,A+,0,1,2,464,0.01
2022-02-15,A-,0,1,2,464,0.01
2022-02-15,AB+,0,1,2,464,0.16
2022-02-15,AB-,0,1,2,464,0.01
2022-02-15,B+,0,1,2,464,0.16
2022-02-15,B-,0,1,2,464,0.01
2022-02-15,O+,0,1,2,464,0.86
2022-02-15,O-,0,1,2,464,0.16
2022-02-16,A+,0,2,2,465,0.0
2022-02-16,A-,0,2,2,465,0.0
2022-02-16,AB+,0,2,2,465,0.08
2022-02-16,AB-,0,2,2,465,0.0
2022-02-16,B+,1,2,2,465,0.16
2022-02-16,B-,0,2,2,465,0.01
2022-02-16,O+,0,2,2,465,0.71
2022-02-16,O-,0,2,2,465,0.09
2022-02-17,A+,0,3,2,466,0.01
2022-02-17,A-,0,3,2,466,0.01
2022-02-17,AB+,0,3,2,466,0.09
2022-02-17,AB-,0,3,2,466,0.0
2022-02-17,B+,0,3,2,466,0.16
2022-02-17,B-,0,3,2,466,0.0
2022-02-17,O+,3,3,2,466,0.81
2022-02-17,O-,0,3,2,466,0.1
2022-02-18,A+,1,4,2,467,0.11
2022-02-18,A-,0,4,2,467,0.03
2022-02-18,AB+,0,4,2,467,0.11
2022-02-18,AB-,0,4,2,467,0.03
2022-02-18,B+,0,4,2,467,0.19
2022-02-18,B-,0,4,2,467,0.01
2022-02-18,O+,0,4,2,467,0.71
2022-02-18,O-,0,4,2,467,0.08
2022-02-19,A+,0,5,2,468,0.08
2022-02-19,A-,0,5,2,468,0.0
2022-02-19,AB+,0,5,2,468,0.08
2022-02-19,AB-,0,5,2,468,0.0
2022-02-19,B+,1,5,2,468,0.24
2022-02-19,B-,0,5,2,468,0.01
2022-02-19,O+,1,5,2,468,0.8
2022-02-19,O-,0,5,2,468,0.09
2022-02-20,A+,0,6,2,469,0.09
2022-02-20,A-,0,6,2,469,0.01
2022-02-20,AB+,0,6,2,469,0.09
2022-02-20,AB-,0,6,2,469,0.01
2022-02-20,B+,1,6,2,469,0.25
2022-02-20,B-,0,6,2,469,0.01
2022-02-20,O+,0,6,2,469,0.79
2022-02-20,O-,0,6,2,469,0.09
2022-02-21,A+,0,0,2,470,0.09
2022-02-21,A-,0,0,2,470,0.01
2022-02-21,AB+,0,0,2,470,0.09
2022-02-21,AB-,0,0,2,470,0.0
2022-02-21,B+,0,0,2,470,0.24
2022-02-21,B-,0,0,2,470,0.0
2022-02-21,O+,0,0,2,470,0.55
2022-02-21,O-,0,0,2,470,0.08
2022-02-22,A+,1,1,2,471,0.16
2022-02-22,A-,0,1,2,471,0.01
2022-02-22,AB+,0,1,2,471,0.01
2022-02-22,AB-,0,1,2,471,0.01
2022-02-22,B+,1,1,2,471,0.33
2022-02-22,B-,0,1,2,471,0.01
2022-02-22,O+,2,1,2,471,0.66
2022-02-22,O-,0,1,2,471,0.1
2022-02-23,A+,0,2,2,472,0.18
2022-02-23,A-,0,2,2,472,0.02
2022-02-23,AB+,0,2,2,472,0.02
2022-02-23,AB-,0,2,2,472,0.01
2022-02-23,B+,0,2,2,472,0.33
2022-02-23,B-,0,2,2,472,0.0
2022-02-23,O+,0,2,2,472,0.63
2022-02-23,O-,0,2,2,472,0.08
2022-02-24,A+,0,3,2,473,0.16
2022-02-24,A-,0,3,2,473,0.0
2022-02-24,AB+,0,3,2,473,0.0
2022-02-24,AB-,0,3,2,473,0.0
2022-02-24,B+,0,3,2,473,0.31
2022-02-24,B-,0,3,2,473,0.0
2022-02-24,O+,0,3,2,473,0.55
2022-02-24,O-,0,3,2,473,0.08
2022-02-25,A+,0,4,2,474,0.16
2022-02-25,A-,0,4,2,474,0.0
2022-02-25,AB+,0,4,2,474,0.0
2022-02-25,AB-,0,4,2,474,0.0
2022-02-25,B+,0,4,2,474,0.31
2022-02-25,B-,0,4,2,474,0.0
2022-02-25,O+,3,4,2,474,0.81
2022-02-25,O-,0,4,2,474,0.1
2022-02-26,A+,0,5,2,475,0.18
2022-02-26,A-,0,5,2,475,0.02
2022-02-26,AB+,0,5,2,475,0.02
2022-02-26,AB-,0,5,2,475,0.02
2022-02-26,B+,0,5,2,475,0.34
2022-02-26,B-,0,5,2,475,0.0
2022-02-26,O+,0,5,2,475,0.79
2022-02-26,O-,0,5,2,475,0.08
2022-02-27,A+,0,6,2,476,0.16
2022-02-27,A-,0,6,2,476,0.0
2022-02-27,AB+,0,6,2,476,0.0
2022-02-27,AB-,0,6,2,476,0.0
2022-02-27,B+,0,6,2,476,0.31
2022-02-27,B-,0,6,2,476,0.0
2022-02-27,O+,2,6,2,476,0.88
2022-02-27,O-,0,6,2,476,0.09
2022-02-28,A+,0,0,2,477,0.17
2022-02-28,A-,0,0,2,477,0.01
2022-02-28,AB+,0,0,2,477,0.01
2022-02-28,AB-,0,0,2,477,0.01
2022-02-28,B+,0,0,2,477,0.33
2022-02-28,B-,0,0,2,477,0.0
2022-02-28,O+,0,0,2,477,0.86
2022-02-28,O-,0,0,2,477,0.0
2022-03-01,A+,0,1,3,478,0.16
2022-03-01,A-,0,1,3,478,0.0
2022-03-01,AB+,1,1,3,478,0.09
2022-03-01,AB-,0,1,3,478,0.01
2022-03-01,B+,0,1,3,478,0.32
2022-03-01,B-,0,1,3,478,0.01
2022-03-01,O+,0,1,3,478,0.87
2022-03-01,O-,0,1,3,478,0.01
2022-03-02,A+,0,2,3,479,0.16
2022-03-02,A-,0,2,3,479,0.0
2022-03-02,AB+,0,2,3,479,0.08
2022-03-02,AB-,0,2,3,479,0.0
2022-03-02,B+,0,2,3,479,0.24
2022-03-02,B-,0,2,3,479,0.0
2022-03-02,O+,0,2,3,479,0.86
2022-03-02,O-,0,2,3,479,0.0
2022-03-03,A+,0,3,3,480,0.16
2022-03-03,A-,0,3,3,480,0.0
2022-03-03,AB+,0,3,3,480,0.08
2022-03-03,AB-,0,3,3,480,0.0
2022-03-03,B+,1,3,3,480,0.32
2022-03-03,B-,0,3,3,480,0.01
2022-03-03,O+,1,3,3,480,0.72
2022-03-03,O-,0,3,3,480,0.01
2022-03-04,A+,0,4,3,481,0.09
2022-03-04,A-,0,4,3,481,0.01
2022-03-04,AB+,0,4,3,481,0.09
2022-03-04,AB-,0,4,3,481,0.01
2022-03-04,B+,0,4,3,481,0.32
2022-03-04,B-,0,4,3,481,0.0
2022-03-04,O+,0,4,3,481,0.71
2022-03-04,O-,0,4,3,481,0.0
2022-03-05,A+,0,5,3,482,0.08
2022-03-05,A-,0,5,3,482,0.0
2022-03-05,AB+,0,5,3,482,0.08
2022-03-05,AB-,0,5,3,482,0.0
2022-03-05,B+,0,5,3,482,0.24
2022-03-05,B-,0,5,3,482,0.0
2022-03-05,O+,1,5,3,482,0.71
2022-03-05,O-,0,5,3,482,0.01
2022-03-06,A+,0,6,3,483,0.09
2022-03-06,A-,0,6,3,483,0.01
2022-03-06,AB+,0,6,3,483,0.09
2022-03-06,AB-,0,6,3,483,0.01
2022-03-06,B+,0,6,3,483,0.16
2022-03-06,B-,0,6,3,483,0.0
2022-03-06,O+,0,6,3,483,0.71
2022-03-06,O-,0,6,3,483,0.0
2022-03-07,A+,0,0,3,484,0.08
2022-03-07,A-,0,0,3,484,0.0
2022-03-07,AB+,0,0,3,484,0.08
2022-03-07,AB-,0,0,3,484,0.0
2022-03-07,B+,0,0,3,484,0.16
2022-03-07,B-,0,0,3,484,0.0
2022-03-07,O+,0,0,3,484,0.71
2022-03-07,O-,0,0,3,484,0.0
2022-03-08,A+,0,1,3,485,0.0
2022-03-08,A-,0,1,3,485,0.0
2022-03-08,AB+,0,1,3,485,0.08
2022-03-08,AB-,0,1,3,485,0.0
2022-03-08,B+,0,1,3,485,0.08
2022-03-08,B-,0,1,3,485,0.0
2022-03-08,O+,0,1,3,485,0.55
2022-03-08,O-,0,1,3,485,0.0
2022-03-09,A+,0,2,3,486,0.0
2022-03-09,A-,0,2,3,486,0.0
2022-03-09,AB+,0,2,3,486,0.08
2022-03-09,AB-,0,2,3,486,0.0
2022-03-09,B+,0,2,3,486,0.08
2022-03-09,B-,0,2,3,486,0.0
2022-03-09,O+,0,2,3,486,0.55
2022-03-09,O-,0,2,3,486,0.0
2022-03-10,A+,0,3,3,487,0.0
2022-03-10,A-,0,3,3,487,0.0
2022-03-10,AB+,0,3,3,487,0.08
2022-03-10,AB-,1,3,3,487,0.09
2022-03-10,B+,0,3,3,487,0.09
2022-03-10,B-,0,3,3,487,0.01
2022-03-10,O+,0,3,3,487,0.56
2022-03-10,O-,0,3,3,487,0.01
2022-03-11,A+,0,4,3,488,0.01
2022-03-11,A-,0,4,3,488,0.01
2022-03-11,AB+,0,4,3,488,0.08
2022-03-11,AB-,0,4,3,488,0.08
2022-03-11,B+,0,4,3,488,0.08
2022-03-11,B-,0,4,3,488,0.0
2022-03-11,O+,0,4,3,488,0.31
2022-03-11,O-,0,4,3,488,0.0
2022-03-12,A+,0,5,3,489,0.0
2022-03-12,A-,0,5,3,489,0.0
2022-03-12,AB+,0,5,3,489,0.08
2022-03-12,AB-,0,5,3,489,0.08
2022-03-12,B+,1,5,3,489,0.16
2022-03-12,B-,0,5,3,489,0.01
2022-03-12,O+,1,5,3,489,0.41
2022-03-12,O-,0,5,3,489,0.01
2022-03-13,A+,0,6,3,490,0.01
2022-03-13,A-,1,6,3,490,0.1
2022-03-13,AB+,0,6,3,490,0.1
2022-03-13,AB-,0,6,3,490,0.09
2022-03-13,B+,1,6,3,490,0.26
2022-03-13,B-,0,6,3,490,0.01
2022-03-13,O+,0,6,3,490,0.25
2022-03-13,O-,0,6,3,490,0.01
2022-03-14,A+,0,0,3,491,0.01
2022-03-14,A-,0,0,3,491,0.09
2022-03-14,AB+,0,0,3,491,0.09
2022-03-14,AB-,0,0,3,491,0.08
2022-03-14,B+,1,0,3,491,0.32
2022-03-14,B-,0,0,3,491,0.01
2022-03-14,O+,1,0,3,491,0.33
2022-03-14,O-,0,0,3,491,0.01
2022-03-15,A+,0,1,3,492,0.01
2022-03-15,A-,0,1,3,492,0.09
2022-03-15,AB+,0,1,3,492,0.01
2022-03-15,AB-,0,1,3,492,0.09
2022-03-15,B+,0,1,3,492,0.32
2022-03-15,B-,0,1,3,492,0.0
2022-03-15,O+,0,1,3,492,0.31
2022-03-15,O-,0,1,3,492,0.0
2022-03-16,A+,0,2,3,493,0.0
2022-03-16,A-,0,2,3,493,0.08
2022-03-16,AB+,0,2,3,493,0.0
2022-03-16,AB-,0,2,3,493,0.08
2022-03-16,B+,0,2,3,493,0.31
2022-03-16,B-,0,2,3,493,0.0
2022-03-16,O+,0,2,3,493,0.31
2022-03-16,O-,0,2,3,493,0.0
2022-03-17,A+,0,3,3,494,0.0
2022-03-17,A-,0,3,3,494,0.08
2022-03-17,AB+,0,3,3,494,0.0
2022-03-17,AB-,0,3,3,494,0.08
2022-03-17,B+,0,3,3,494,0.24
2022-03-17,B-,0,3,3,494,0.0
2022-03-17,O+,0,3,3,494,0.24
2022-03-17,O-,0,3,3,494,0.0
2022-03-18,A+,0,4,3,495,0.0
2022-03-18,A-,0,4,3,495,0.08
2022-03-18,AB+,0,4,3,495,0.0
2022-03-18,AB-,0,4,3,495,0.08
2022-03-18,B+,0,4,3,495,0.24
2022-03-18,B-,0,4,3,495,0.0
2022-03-18,O+,0,4,3,495,0.24
2022-03-18,O-,1,4,3,495,0.09
2022-03-19,A+,2,5,3,496,0.18
2022-03-19,A-,0,5,3,496,0.1
2022-03-19,AB+,0,5,3,496,0.02
2022-03-19,AB-,0,5,3,496,0.1
2022-03-19,B+,0,5,3,496,0.26
2022-03-19,B-,1,5,3,496,0.11
2022-03-19,O+,0,5,3,496,0.18
2022-03-19,O-,0,5,3,496,0.09
2022-03-20,A+,0,6,3,497,0.16
2022-03-20,A-,0,6,3,497,0.09
2022-03-20,AB+,0,6,3,497,0.01
2022-03-20,AB-,0,6,3,497,0.09
2022-03-20,B+,0,6,3,497,0.24
2022-03-20,B-,0,6,3,497,0.08
2022-03-20,O+,0,6,3,497,0.16
2022-03-20,O-,0,6,3,497,0.08
2022-03-21,A+,0,0,3,498,0.16
2022-03-21,A-,0,0,3,498,0.08
2022-03-21,AB+,0,0,3,498,0.0
2022-03-21,AB-,0,0,3,498,0.08
2022-03-21,B+,0,0,3,498,0.24
2022-03-21,B-,0,0,3,498,0.08
2022-03-21,O+,1,0,3,498,0.24
2022-03-21,O-,0,0,3,498,0.09
2022-03-22,A+,0,1,3,499,0.16
2022-03-22,A-,0,1,3,499,0.09
2022-03-22,AB+,0,1,3,499,0.01
2022-03-22,AB-,0,1,3,499,0.09
2022-03-22,B+,1,1,3,499,0.33
2022-03-22,B-,0,1,3,499,0.09
2022-03-22,O+,0,1,3,499,0.24
2022-03-22,O-,1,1,3,499,0.17
2022-03-23,A+,0,2,3,500,0.17
2022-03-23,A-,0,2,3,500,0.09
2022-03-23,AB+,0,2,3,500,0.01
2022-03-23,AB-,0,2,3,500,0.09
2022-03-23,B+,0,2,3,500,0.32
2022-03-23,B-,0,2,3,500,0.09
2022-03-23,O+,0,2,3,500,0.24
2022-03-23,O-,0,2,3,500,0.16
2022-03-24,A+,0,3,3,501,0.16
2022-03-24,A-,0,3,3,501,0.08
2022-03-24,AB+,0,3,3,501,0.0
2022-03-24,AB-,0,3,3,501,0.0
2022-03-24,B+,0,3,3,501,0.31
2022-03-24,B-,0,3,3,501,0.08
2022-03-24,O+,0,3,3,501,0.24
2022-03-24,O-,0,3,3,501,0.16
2022-03-25,A+,0,4,3,502,0.16
2022-03-25,A-,0,4,3,502,0.08
2022-03-25,AB+,0,4,3,502,0.0
2022-03-25,AB-,0,4,3,502,0.0
2022-03-25,B+,0,4,3,502,0.31
2022-03-25,B-,0,4,3,502,0.08
2022-03-25,O+,1,4,3,502,0.32
2022-03-25,O-,0,4,3,502,0.16
2022-03-26,A+,2,5,3,503,0.34
2022-03-26,A-,0,5,3,503,0.1
2022-03-26,AB+,0,5,3,503,0.02
2022-03-26,AB-,0,5,3,503,0.02
2022-03-26,B+,0,5,3,503,0.26
2022-03-26,B-,0,5,3,503,0.09
2022-03-26,O+,1,5,3,503,0.34
2022-03-26,O-,0,5,3,503,0.16
2022-03-27,A+,0,6,3,504,0.32
2022-03-27,A-,0,6,3,504,0.01
2022-03-27,AB+,1,6,3,504,0.09
2022-03-27,AB-,0,6,3,504,0.01
2022-03-27,B+,0,6,3,504,0.17
2022-03-27,B-,0,6,3,504,0.09
2022-03-27,O+,0,6,3,504,0.32
2022-03-27,O-,0,6,3,504,0.16
2022-03-28,A+,0,0,3,505,0.32
2022-03-28,A-,0,0,3,505,0.0
2022-03-28,AB+,0,0,3,505,0.08
2022-03-28,AB-,0,0,3,505,0.0
2022-03-28,B+,0,0,3,505,0.08
2022-03-28,B-,0,0,3,505,0.08
2022-03-28,O+,1,0,3,505,0.32
2022-03-28,O-,0,0,3,505,0.16
2022-03-29,A+,0,1,3,506,0.32
2022-03-29,A-,0,1,3,506,0.01
2022-03-29,AB+,0,1,3,506,0.09
2022-03-29,AB-,0,1,3,506,0.01
2022-03-29,B+,0,1,3,506,0.09
2022-03-29,B-,0,1,3,506,0.08
2022-03-29,O+,0,1,3,506,0.31
2022-03-29,O-,0,1,3,506,0.16
2022-03-30,A+,0,2,3,507,0.31
2022-03-30,A-,0,2,3,507,0.0
2022-03-30,AB+,0,2,3,507,0.08
2022-03-30,AB-,0,2,3,507,0.0
2022-03-30,B+,0,2,3,507,0.08
2022-03-30,B-,0,2,3,507,0.08
2022-03-30,O+,0,2,3,507,0.31
2022-03-30,O-,0,2,3,507,0.16
2022-03-31,A+,0,3,3,508,0.31
2022-03-31,A-,0,3,3,508,0.0
2022-03-31,AB+,0,3,3,508,0.08
2022-03-31,AB-,0,3,3,508,0.0
2022-03-31,B+,1,3,3,508,0.16
2022-03-31,B-,0,3,3,508,0.09
2022-03-31,O+,0,3,3,508,0.32
2022-03-31,O-,0,3,3,508,0.16
2022-04-01,A+,0,4,4,509,0.32
2022-04-01,A-,0,4,4,509,0.01
2022-04-01,AB+,0,4,4,509,0.09
2022-04-01,AB-,0,4,4,509,0.0
2022-04-01,B+,0,4,4,509,0.16
2022-04-01,B-,0,4,4,509,0.08
2022-04-01,O+,1,4,4,509,0.4
2022-04-01,O-,0,4,4,509,0.09
2022-04-02,A+,0,5,4,510,0.16
2022-04-02,A-,0,5,4,510,0.01
2022-04-02,AB+,0,5,4,510,0.09
2022-04-02,AB-,0,5,4,510,0.01
2022-04-02,B+,0,5,4,510,0.16
2022-04-02,B-,0,5,4,510,0.0
2022-04-02,O+,2,5,4,510,0.56
2022-04-02,O-,0,5,4,510,0.09
2022-04-03,A+,1,6,4,511,0.26
2022-04-03,A-,0,6,4,511,0.02
2022-04-03,AB+,0,6,4,511,0.1
2022-04-03,AB-,0,6,4,511,0.02
2022-04-03,B+,0,6,4,511,0.18
2022-04-03,B-,0,6,4,511,0.01
2022-04-03,O+,0,6,4,511,0.56
2022-04-03,O-,0,6,4,511,0.08
2022-04-04,A+,0,0,4,512,0.24
2022-04-04,A-,0,0,4,512,0.0
2022-04-04,AB+,0,0,4,512,0.08
2022-04-04,AB-,0,0,4,512,0.0
2022-04-04,B+,1,0,4,512,0.24
2022-04-04,B-,0,0,4,512,0.01
2022-04-04,O+,0,0,4,512,0.48
2022-04-04,O-,0,0,4,512,0.09
2022-04-05,A+,0,1,4,513,0.24
2022-04-05,A-,0,1,4,513,0.01
2022-04-05,AB+,0,1,4,513,0.09
2022-04-05,AB-,0,1,4,513,0.0
2022-04-05,B+,0,1,4,513,0.16
2022-04-05,B-,0,1,4,513,0.0
2022-04-05,O+,1,1,4,513,0.56
2022-04-05,O-,0,1,4,513,0.01
2022-04-06,A+,1,2,4,514,0.33
2022-04-06,A-,0,2,4,514,0.01
2022-04-06,AB+,0,2,4,514,0.09
